HexCode,IntCode,Name,Message
0x80061201,-2147085823,"MailApp_UnsupportedBrowser","Your browser is currently unsupported."
0x80061206,-2147085818,"MailApp_UnsupportedBrowserForDesktopOutlook","Dynamics 365 App for Outlook needs Internet Explorer 11 or higher to be installed on your machine. If you have Internet Explorer 11 already, please also make sure dynamics.com is not in the Compatibility View list"
0x80061200,-2147085824,"MailApp_UnsupportedDevice","Your device is currently unsupported."
0x80061216,-2147085802,"MailApp_UserMailboxInactive","User's mailbox is inactive"
0x80061239,-2147085767,"MailApp_XhrRequestFailure","Error shown if a XHR request failed"
0x80061222,-2147085790,"MailAppLimitedMode","Generic Error when Server-side sync isn't configured properly and MailApp is only allowed to be loaded in LimitedMode"
0x8005E233,-2147098061,"MailboxCannotDeleteEmails","The Delete Emails after Processing option cannot be set to Yes for user mailboxes."
0x8005E208,-2147098104,"MailboxCannotModifyEmailAddress","E-mail Address of a mailbox cannot be updated when associated with an user/queue."
0x8005E209,-2147098103,"MailboxCredentialNotSpecified","Username is not specified"
0x8005E206,-2147098106,"MailboxHasOlderEmailProcessingDate","The supplied Process Email From date is later than the current Process Email From date on one or more active mailboxes. This action is prevented because this would otherwise cause the system to stop processing the related mailboxes until the specified date threshold has been reached. You may create an additional Email Server Profile with the specified Process Email From date and associate the required mailboxes as needed."
0x8006088C,-2147088244,"MailboxTrackingFolderMappingCannotBeUpdated","The mailbox tracking folder mapping cannot be updated."
0x8005E247,-2147098041,"MailboxUnsupportedEmailServerType","Server-side synchronization for appointments, contacts, and tasks isn't supported for POP3 or SMTP server types. Select a supported email type or change the synchronization method for appointments, contacts, and tasks to None."
0x80060383,-2147089533,"ManagedBpfDeletionInvalid","The business process flow is part of a managed solution and cannot be individually deleted. Uninstall the parent solution to remove the business process flow."
0x8004A114,-2147180268,"ManagedIdentityCredentialSourceNotSupported","The configured Credential Source for ManagedIdentity is not support"
0x8004A119,-2147180263,"ManagedIdentityPublisherRestriction","ManagedIdentity cannot be assigned to a component from different publisher."
0x80072457,-2147015593,"ManagedProcessDeletionError","The process is part of a managed solution and cannot be individually deleted. Uninstall the parent solution to remove the process."
0x80048534,-2147187404,"ManifestParsingFailure","Failed to parse the specified manifest file to retrieve OrganizationId"
0x80160001,-2146041855,"ManifestXsdValidationError","The import manifest file is invalid. XSD validation failed with the following error: '{0}'."""
0x80044820,-2147203040,"ManyToManyVirtualEntityNotSupported","An N:N relationship between virtual entities is not supported."
0x8004033e,-2147220674,"MappingExistsForTargetAttribute","This attribute is mapped more than once. Remove any duplicate mappings, and then import this data map again."
0x80071108,-2147020536,"MarsConnectorDisableFailure","Error occurred while disabling Mars connector."
0x80071107,-2147020537,"MarsConnectorEnableFailure","Error occurred while enabling Mars connector."
0x80041150,-2147217072,"Masking_CannotUpdateWithMaskedCharacter","Update of secured, masked attribute: '{0}' with value containing masked character: '{1}' is not allowed."
0x80041149,-2147217079,"Masking_InvalidRegex","The regular expression defined was invalid. Please check the syntax and try again. Regular expression: '{0}', error: '{1}'"
0x80041148,-2147217080,"Masking_RegexTimeout","The defined regular expression was not performant and could cause system slowness. Please define a new one. Regular expression: '{0}', timeout value: {1} ms."
0x80044243,-2147204541,"MatchingAttributeNameNotNullError","Matching attribute name should be null single entity rule."
0x8004F897,-2147157865,"MaxActiveSLAError","You can’t activate this SLA because you’ve exceeded the maxiumum number of entities that can have active SLAs for your organization."
0x8004F898,-2147157864,"MaxActiveSLAKPIError","You can’t activate this SLA because you’ve exceeded the maxiumum number of SLA KPIs that are allowed per entity for your organization."
0x8003F454,-2147224492,"MaxChildCasesLimitExceeded","A Parent Case cannot have more than maximum child cases allowed. Contact your administrator for more details"
0x80071114,-2147020524,"MaxConditionsMobileOfflineFilters","You can only define 3 Mobile offline Org  filter for each entity."
0x80072608,-2147015160,"MaxCustomCodeFileSizeExceededForConnector","Connector custom code file too large, size cannot exceed 1 MB."
0x80072602,-2147015166,"MaxIconSizeExceededForConnector","Connector icon file too large, size cannot exceed 1 MB."
0x8004E301,-2147163391,"MaximumControlsLimitExceeded","The dashboard Form XML contains more than the maximum allowed number of control elements: {0}."
0x8004F602,-2147158526,"MaximumCountForUpdateModeExceeded","In an update operation, you can import only one file at a time."
0x80048505,-2147187451,"MaximumNumberHandlersExceeded","This solution adds form event handlers so the number of event handlers for a form event exceeds the maximum number."
0x8004841C,-2147187684,"MaximumNumberOfAttributesForEntityCreateReached","Current number of attributes will exceed the maximum limit for an entity. Entity cannot be created."
0x8004841A,-2147187686,"MaximumNumberOfAttributesForEntityReached","Current number of attributes {0} will exceed the maximum limit of {1} for an entity '{2}'. Attribute '{3}' cannot be created."
